id_cliente,nombre,apellido,genero,fecha_nacimiento,provincia,segmento_cliente,estado_cliente
CLI004942,Karla,Fonseca Calderón,Femenino,1952-01-27,Cartago,Joven,Activo
CLI006987,Vanessa,Sánchez Campos,Femenino,1964-05-17,San José,Joven,Activo
CLI006682,Andrea,Hernández Rojas,Femenino,2007-05-05,Cartago,Empresarial,Activo
CLI005493,Javier,Mora Araya,Masculino,2006-07-31,San José,Estándar,Activo
CLI005702,Adriana,Madrigal Ureña,Femenino,1955-01-30,Puntarenas,Empresarial,Activo
CLI003075,Karla,Monge Monge,Femenino,1978-02-16,Limón,Empresarial,Activo
CLI003495,Patricia,Sánchez Espinoza,Femenino,1981-09-16,Limón,Joven,Activo
CLI004019,Mónica,Solano Fonseca,Femenino,1956-08-26,Puntarenas,Empresarial,Inactivo
CLI005907,Verónica,Brenes Castro,Femenino,1983-11-17,Puntarenas,Empresarial,Inactivo
CLI007824,José,Campos Campos,Masculino,1992-03-07,Puntarenas,Empresarial,Inactivo
CLI000675,Yolanda,Calderón Jiménez,Femenino,1957-04-12,Guanacaste,Básico,Inactivo
CLI007836,Andrea,Brenes González,Femenino,1954-04-10,Guanacaste,Empresarial,Inactivo
CLI002000,Silvia,Méndez Sánchez,Femenino,1982-02-04,Puntarenas,Básico,Activo
CLI001524,Andrea,Méndez Zúñiga,Femenino,1965-09-11,Cartago,Empresarial,Activo
CLI006170,Tatiana,Solano Zúñiga,Femenino,2007-10-01,Limón,Joven,Activo
CLI004041,Marcela,Fonseca Jiménez,Femenino,1980-03-13,Limón,Estándar,Activo
CLI004988,Mónica,Solano Carmona,Femenino,1961-05-14,San José,Joven,Activo
CLI006377,Natalia,Méndez Fonseca,Femenino,1985-05-11,Alajuela,Joven,Activo
CLI000647,Karla,Quesada Castro,Femenino,1973-04-25,Guanacaste,Básico,Activo
CLI000120,Adrián,Vega Zúñiga,Masculino,1990-10-19,Guanacaste,Premium,Activo
CLI000871,Laura,Ureña Villalobos,Femenino,1995-09-27,Hereda,Estándar,Activo
CLI002319,Paola,Salazar Bolaños,Femenino,1989-06-13,Hereda,Joven,Activo
CLI000856,Sergio,Araya Navarro,Masculino,1975-03-31,Guanacaste,Empresarial,Activo
CLI007644,Paola,González Ureña,Femenino,1969-02-24,Guanacaste,Estándar,Inactivo
CLI000816,Melissa,Villalobos Pérez,Femenino,1976-04-06,Guanacaste,Joven,Activo
CLI000257,Patricia,Araya Calderón,Femenino,2006-10-07,Heredia,Joven,Activo
CLI001492,Andrea,Gómez Navarro,Femenino,1982-05-25,Heredia,Empresarial,Inactivo
CLI007800,Melissa,Rojas Castro,Femenino,1959-02-20,San José,Básico,Inactivo
CLI002773,Natalia,Zúñiga Araya,Femenino,2003-09-04,Limón,Empresarial,Activo
CLI007084,Gerardo,Salazar Pérez,Masculino,2002-01-22,Cartago,Empresarial,Activo
CLI005517,María,Espinoza Solano,Femenino,1992-12-04,San José,Básico,Inactivo
CLI005729,Iván,Villalobos González,Masculino,1951-09-06,Guanacaste,Joven,Activo
CLI007282,Felipe,Sánchez Vega,Masculino,1993-03-24,Limón,Empresarial,Inactivo
CLI007712,Laura,Espinoza Carmona,Femenino,1981-06-01,Limón,Básico,Activo
CLI003857,Andrea,Araya Pérez,Femenino,1982-05-05,Alajuela,Empresarial,Activo
CLI003361,Carlos,Campos Vargas,Masculino,1965-02-14,Heredia,Empresarial,Activo
CLI005481,Natalia,Pérez Ramírez,Femenino,1990-06-02,Alajuela,Empresarial,Activo
CLI004820,Kevin,Jiménez Carmona,Masculino,1974-09-04,Puntarenas,Premium,Activo
CLI007460,Víctor,Ureña Alvarado,Masculino,1980-08-25,Heredia,Premium,Inactivo
CLI003726,Melissa,Fonseca Alvarado,Femenino,1989-04-20,Heredia,Empresarial,Activo
CLI005772,Gerardo,Castro Calderón,Masculino,1984-02-12,Limón,Joven,Activo
CLI003169,Paola,González Jiménez,Femenino,1968-07-22,Limón,Básico,Activo
CLI004591,Fabiola,Araya Ramírez,Femenino,1956-08-10,Cartago,Básico,Activo
CLI007559,Sofía,Jiménez Rojas,Femenino,1986-11-06,Alajuela,Empresarial,Activo
CLI003336,Fabiola,Madrigal Araya,Femenino,1971-09-16,Puntarenas,Básico,Activo
CLI001820,Óscar,Rojas Ureña,Masculino,1972-09-30,Guanacaste,Premium,Activo
CLI000223,Daniel,Calderón Castro,Masculino,1975-10-21,Cartago,Estándar,Activo
CLI000812,Roberto,Salazar Bolaños,Masculino,1987-06-27,San José,Premium,Activo
CLI005647,Sofía,Rojas Araya,Femenino,1966-11-29,Cartago,Básico,Activo
CLI001552,Carolina,Vega Sánchez,Femenino,1976-06-22,Cartago,Básico,Activo
CLI002219,Laura,Castro Villalobos,Femenino,1952-04-04,Limón,Estándar,Inactivo
CLI002769,Esteban,Rojas Rojas,Masculino,1953-08-20,Limón,Premium,Activo
CLI007554,Marisol,Vega Carmona,Femenino,1961-10-06,Cartago,Empresarial,Activo
CLI007292,Kevin,Madrigal Mora,Masculino,1965-05-17,alajuela,Premium,Activo
CLI006977,Iván,Méndez Monge,Masculino,1956-11-10,Cartago,Premium,Activo
CLI007394,Raúl,Monge Rojas,Masculino,1992-08-03,San José,Básico,Activo
CLI001610,José,Zúñiga Vega,Masculino,1955-08-15,Guanacaste,Empresarial,Activo
CLI001954,Ximena,Gómez Solano,Femenino,1992-01-29,Guanacaste,Joven,Activo
CLI006282,Alejandra,Vega Gómez,Femenino,1980-12-25,Alajuela,Empresarial,Activo
CLI000837,Juan,Villalobos Quesada,Masculino,1963-06-29,San José,Básico,Activo
CLI006755,Valeria,Rojas Carmona,Femenino,1983-02-12,Alajuela,Básico,Activo
CLI006876,Sergio,Navarro Madrigal,Masculino,1958-04-06, Heredia,Premium,Activo
CLI004436,Marisol,Alvarado Castro,Femenino,1990-02-22,Puntarenas,Básico,Activo
CLI007766,Víctor,Ramírez Calderón,Masculino,1966-10-26,Hereda,Premium,Inactivo
CLI000727,Kevin,Chacón Castro,Masculino,1964-11-10,Alajuela,Premium,Activo
CLI005331,Daniel,Rodríguez Fonseca,Masculino,1974-06-25,Puntarenas,Estándar,Activo
CLI006993,Marcela,Carmona Pérez,Femenino,2002-10-05,Cartago,Estándar,Inactivo
CLI000130,Daniel,Méndez Castro,Masculino,2001-01-31,Alajuela,Estándar,Activo
CLI003629,Andrea,Salazar Sánchez,Femenino,1968-08-10,Cartago,Básico,Activo
CLI001040,Carolina,Gómez Alvarado,Femenino,1983-05-17,Heredia,Estándar,Inactivo
CLI002302,Andrea,Rojas Salazar,Femenino,2002-09-18,Heredia,Empresarial,Activo
CLI004143,Catalina,Fonseca Campos,Femenino,1995-06-12,Cartago,Estándar,Activo
CLI000247,Raúl,Solano Quesada,Masculino,1970-11-19,Heredia,Joven,Activo
CLI007335,Adrián,Quesada Vargas,Masculino,1953-12-04,Puntarenas,Básico,Inactivo
CLI006967,Manuel,Alvarado Ureña,Masculino,1980-02-26,San José,Empresarial,Activo
CLI003988,Natalia,Cordero Navarro,Femenino,2001-12-26,limón,Joven,Activo
CLI001735,Ricardo,Araya Madrigal,Masculino,2003-09-10,Puntarenas,Empresarial,Activo
CLI005865,Óscar,Calderón Calderón,Masculino,2003-10-15,Puntarenas,Premium,Activo
CLI004612,Rodrigo,Madrigal Ramírez,Masculino,1970-12-16,Cartago,Premium,Activo
CLI005811,Marcela,Jiménez Gómez,Femenino,2007-12-08,CARTGAGO,Premium,Activo
CLI002921,Natalia,Cordero Madrigal,Femenino,1962-06-12,Heredia,Joven,Activo
CLI002786,Rebeca,Cordero Villalobos,Femenino,1971-03-02,Heredia,Estándar,Activo
CLI000353,Ricardo,Vega Castro,Masculino,1963-12-13,Limón,Estándar,Activo
CLI000914,Gerardo,Araya Brenes,Masculino,1991-05-14,San José,Premium,Activo
CLI000323,Tatiana,Sánchez Garro,Femenino,1966-05-12,limón,Básico,Activo
CLI004022,Marco,Pérez Ramírez,Masculino,1959-02-07,Cartago,Básico,Activo
CLI002730,Vanessa,Navarro Garro,Femenino,1990-10-11,Heredia,Premium,Activo
CLI002904,Adrián,Hernández Espinoza,Masculino,1990-05-12,Limón,Premium,Inactivo
CLI006901,Felipe,Pérez Castro,Masculino,2001-12-10,Puntarenas,Premium,Activo
CLI000046,Adrián,Zúñiga González,Masculino,1953-10-04,Guanacaste,Básico,Activo
CLI002669,Yolanda,Rodríguez Espinoza,Femenino,1994-06-30,Limón,Joven,Activo
CLI000013,Ricardo,Pérez Fonseca,Masculino,1995-08-05,Limón,Estándar,Activo
CLI000583,Andrea,Pérez Quesada,Femenino,1993-10-09,Puntarenas,Joven,Activo
CLI002067,Natalia,Vega Villalobos,Femenino,1980-10-16,Limón,Joven,Inactivo
CLI005885,Kevin,Sánchez Méndez,Masculino,2001-12-27,Limón,Joven,Activo
CLI002517,Ricardo,Navarro Jiménez,Masculino,1999-04-22,San José,Estándar,Activo
CLI007089,Mónica,Vega Villalobos,Femenino,1991-03-18,Cartago,Estándar,Activo
CLI002525,Fernando,Zúñiga Ureña,Masculino,2001-08-01,Limón,Joven,Activo
CLI007778,Lucía,Navarro Sánchez,Femenino,1984-09-09,Limón,Básico,Activo
CLI002178,Adrián,Calderón Jiménez,Masculino,1990-04-08,Guanacaste,Premium,Activo
CLI006764,Ricardo,Garro Espinoza,Masculino,1996-02-28,Limón,Premium,Activo
CLI006883,Raúl,Zúñiga Garro,Masculino,1971-05-20,San José,Estándar,Activo
CLI007200,Diego,Navarro Rojas,Masculino,1982-04-13,Heredia,Básico,Activo
CLI003015,Carlos,Hernández Quesada,Masculino,1973-05-05,Puntarenas,Estándar,Activo
CLI003003,Ximena,Jiménez Alvarado,Femenino,2002-01-28,Puntarenas,Joven,Inactivo
CLI005270,Adriana,González Alvarado,Femenino,1970-07-21,Cartago,Estándar,Inactivo
CLI000032,Andrés,Vargas Vega,Masculino,1971-10-23,Alajuela,Premium,Activo
CLI000089,Javier,Sánchez Vega,Masculino,1971-11-27,Cartago,Estándar,Activo
CLI001568,Javier,Navarro González,Masculino,2006-05-09,Cartgago,Premium,Activo
CLI005928,Juan,Pérez Carmona,Masculino,1963-02-22,Cartago,Premium,Inactivo
CLI003625,Fernando,Vega Campos,Masculino,1967-04-22,Limón,Estándar,Activo
CLI001722,Cristina,Ureña Ureña,Femenino,2006-08-06,Alajuela,Premium,Inactivo
CLI004049,Sofía,Mora Jiménez,Femenino,1983-09-05,Guanacaste,Joven,Activo
CLI006957,Andrea,Espinoza Sánchez,Femenino,1960-08-26,Alajuela,Estándar,Activo
CLI005799,Esteban,Araya Cordero,Masculino,1967-03-31,San José,Premium,Activo
CLI000460,Verónica,Navarro Sánchez,Femenino,1982-12-16,Alajuela,Básico,Activo
CLI005330,Daniela,Espinoza Jiménez,Femenino,1967-08-07,San José,Joven,Activo
CLI000634,Juan,Salazar Jiménez,Masculino,1974-06-07,Cartago,Joven,Inactivo
CLI003089,Óscar,Vega Méndez,Masculino,1988-08-01,Alajuela,Estándar,Activo
CLI004472,Sofía,Chacón Mora,Femenino,1953-12-01,Hereda,Básico,Activo
CLI005750,Ana,Espinoza Monge,Femenino,1954-01-21,Guanacaste,Empresarial,Activo
CLI003742,Javier,Rojas Ramírez,Masculino,1997-01-07,Heredia,Empresarial,Activo
CLI001681,Marisol,Ureña Monge,Femenino,1977-06-08,Alajuela,Básico,Activo
CLI006971,Karla,Campos Vega,Femenino,1986-10-03,Puntarenas,Estándar,Activo
CLI006647,Fernando,Fonseca Castro,Masculino,1965-09-14,San José,Empresarial,Activo
CLI000222,Melissa,Villalobos Alvarado,Femenino,1979-08-07,Puntarenas,Premium,Activo
CLI001860,Andrés,Monge Solano,Masculino,1987-02-11,San José,Básico,Inactivo
CLI007191,Sergio,Campos Hernández,Masculino,1992-10-18,Puntarenas,Empresarial,Activo
CLI001608,Marcela,Campos Rodríguez,Femenino,1962-08-14,Heredia,Premium,Activo
CLI003939,Marisol,Rojas Jiménez,Femenino,1961-03-21,Alajuela,Premium,Activo
CLI001460,Marisol,Araya Ramírez,Femenino,1998-09-15,Guanacaste,Estándar,Inactivo
CLI006729,Paola,Sánchez Cordero,Femenino,2006-02-05,Heredia,Básico,Activo
CLI007504,Karla,Campos Vargas,Femenino,1979-07-30,Puntarenas,Empresarial,Inactivo
CLI007652,José,Méndez Vargas,Masculino,1978-01-10,Alajuela,Premium,Activo
CLI006090,Valeria,Vargas Villalobos,Femenino,2004-02-01,Limón,Estándar,Activo
CLI002119,Gabriela,Hernández Espinoza,Femenino,1982-03-26,Heredia,Joven,Inactivo
CLI006253,Fernando,Jiménez Monge,Masculino,1980-05-17,Alajuela,Estándar,Activo
CLI003865,Esteban,Carmona Brenes,Masculino,1983-09-24,Heredia,Joven,Activo
CLI004042,Sergio,Quesada Araya,Masculino,1958-11-24,Guanacaste,Joven,Activo
CLI003250,Ximena,Cordero Campos,Femenino,2006-03-10,Puntarenas,Empresarial,Activo
CLI003454,Karla,Ramírez Brenes,Femenino,2008-06-03,Guanacaste,Premium,Activo
CLI005266,Daniela,Espinoza Rodríguez,Femenino,2006-06-04,Puntarenas,Básico,Activo
CLI004763,Víctor,Villalobos Bolaños,Masculino,1961-05-14,Puntarenas,Básico,Activo
CLI006577,Roberto,Alvarado Araya,Masculino,1990-09-09,Cartago,Empresarial,Inactivo
CLI006273,Manuel,Rodríguez Madrigal,Masculino,1964-12-30,San José,Premium,Activo
CLI005175,Marco,Rojas Chacón,Masculino,1958-12-27,Limón,Joven,Activo
CLI006229,Javier,Gómez Méndez,Masculino,1952-08-12,Alajuela,Empresarial,Activo
CLI007601,Carlos,Quesada Navarro,Masculino,1998-01-08,Heredia,Premium,Activo
CLI003475,Sergio,Alvarado Alvarado,Masculino,1957-12-17,Limón,Joven,Activo
CLI004363,Rebeca,Carmona Castro,Femenino,1989-05-25,Guanacaste,Estándar,Activo
CLI005259,Kevin,Brenes Vargas,Masculino,1992-01-15,Puntarenas,Empresarial,Activo
CLI001861,Miguel,Madrigal Salazar,Masculino,1954-12-21,Cartago,Joven,Activo
CLI000539,Patricia,Alvarado Ureña,Femenino,1966-04-14,Heredia,Premium,Activo
CLI000896,Daniel,Navarro Monge,Masculino,1951-10-09,Puntarenas,Joven,Activo
CLI001342,Andrés,González Navarro,Masculino,1973-07-24,Heredia,Empresarial,Activo
CLI005757,Adriana,Hernández Villalobos,Femenino,1962-02-28,Guanacaste,Joven,Activo
CLI005382,Marisol,Gómez Chacón,Femenino,1970-08-18,Hereda,Estándar,Activo
CLI004682,Sergio,Hernández Carmona,Masculino,1976-04-22,Alajuela,Empresarial,Activo
CLI006004,Sofía,Hernández Fonseca,Femenino,1967-09-22,Heredia,Empresarial,Activo
CLI006942,Alejandra,Solano Rojas,Femenino,1976-06-05,Heredia,Básico,Activo
CLI003521,Karla,Méndez Madrigal,Femenino,2008-02-16,Puntarenas,Básico,Activo
CLI004496,Gabriela,Cordero Monge,Femenino,1976-09-08,Limón,Premium,Activo
CLI004905,Marcela,Rojas Alvarado,Femenino,1983-06-23,Puntarenas,Premium,Activo
CLI007113,Iván,Ramírez Castro,Masculino,1992-06-21,Limón,Premium,Activo
CLI002164,Pablo,Monge Sánchez,Masculino,1957-03-07,Cartago,Básico,Activo
CLI007349,Óscar,Pérez Méndez,Masculino,1972-03-04,Alajuela,Premium,Activo
CLI003973,Verónica,Vargas Campos,Femenino,1997-04-25,Guanacaste,Premium,Activo
CLI002538,Pablo,Jiménez Jiménez,Masculino,1986-09-17,Heredia,Empresarial,Inactivo
CLI006687,Kevin,Navarro Rojas,Masculino,1999-08-30,Puntarenas,Joven,Activo
CLI007481,Sergio,Vega Cordero,Masculino,1974-09-27,San José,Joven,Activo
CLI000610,Óscar,Brenes Vega,Masculino,1988-07-11,Guanacaste,Básico,Inactivo
CLI001340,Ricardo,Ureña Monge,Masculino,1954-04-10,Guanacaste,Estándar,Activo
CLI001311,José,Vega Fonseca,Masculino,1992-07-24,Puntarenas,Joven,Activo
CLI000484,Andrea,Monge Espinoza,Femenino,1962-01-24,Limón,Estándar,Activo
CLI004341,Fernando,Vargas Zúñiga,Masculino,1959-12-25,Puntarenas,Premium,Activo
CLI002733,Laura,Chacón Sánchez,Femenino,1953-03-13,Guanacaste,Joven,Activo
CLI007787,Carlos,Chacón Araya,Masculino,1987-01-13,San José,Empresarial,Activo
CLI000602,Daniel,Vargas Chacón,Masculino,1963-08-25,cartago,Premium,Activo
CLI004026,Verónica,Garro Brenes,Femenino,1986-06-02,Heredia,Estándar,Activo
CLI000751,Esteban,Garro Méndez,Masculino,1976-05-13,San José,Estándar,Activo
CLI007653,Sofía,Alvarado Rojas,Femenino,2007-10-29,Limón,Básico,Activo
CLI000884,Javier,Pérez Chacón,Masculino,2003-04-21,Puntarenas,Joven,Activo
CLI003050,Daniela,Madrigal Carmona,Femenino,1966-05-17,Cartago,Básico,Activo
CLI000139,Melissa,Chacón Vargas,Femenino,1975-01-30,Cartago,Estándar,Activo
CLI002945,Ximena,Calderón Vargas,Femenino,2003-06-03,San José,Estándar,Inactivo
CLI000054,Miguel,Cordero Villalobos,Masculino,1989-06-18,Guanacaste,Premium,Activo
CLI004029,Andrés,Jiménez Vega,Masculino,1971-10-22,Cartago,Joven,Activo
CLI003883,Manuel,Zúñiga Campos,Masculino,1982-02-16,San José,Empresarial,Activo
CLI001617,Marco,Salazar Araya,Masculino,1976-04-30,Limón,Premium,Inactivo
CLI003460,Fernando,Calderón Cordero,Masculino,1972-08-08,SAN JOSE,Estándar,Activo
CLI007031,Cristina,Rodríguez Castro,Femenino,1998-09-01,Cartago,Básico,Activo
CLI007565,Yolanda,Espinoza Hernández,Femenino,1953-03-30,Guanacaste,Básico,Activo
CLI006848,Patricia,Pérez Madrigal,Femenino,1971-03-26,Alajuela,Premium,Inactivo
CLI001226,Adriana,Cordero Salazar,Femenino,1952-08-23,San José,Premium,Activo
CLI000260,Luis,Carmona Alvarado,Masculino,2000-10-17,Heredia,Premium,Activo
CLI002877,Gabriela,Salazar Brenes,Femenino,1988-05-26,San José,Empresarial,Activo
CLI001006,Felipe,Monge Campos,Masculino,1958-10-09,Alajuela,Joven,Activo
CLI000328,Carlos,Vega González,Masculino,2007-02-09,Hereda,Estándar,Activo
CLI005321,Alejandro,Bolaños Ramírez,Masculino,1966-06-25,Alajuela,Empresarial,Activo
CLI007253,Daniela,Vega Zúñiga,Femenino,1954-11-10,San José,Estándar,Activo
CLI000687,Patricia,Mora Rodríguez,Femenino,1968-02-03,Guanacaste,Empresarial,Activo
CLI006163,Catalina,González Calderón,Femenino,1971-12-21,Heredia,Estándar,Activo
CLI007406,Ana,Espinoza Méndez,Femenino,1971-03-29,Cartago,Premium,Activo
CLI003668,Pablo,Jiménez Quesada,Masculino,1955-02-25,Limón,Estándar,Activo
CLI004403,Daniela,Pérez Bolaños,Femenino,1955-01-20,Cartago,Premium,Activo
CLI003586,Javier,Fonseca Gómez,Masculino,1967-04-27,Guanacaste,Estándar,Activo
CLI003000,Mauricio,Garro Gómez,Masculino,1974-04-26,San José,Básico,Activo
CLI003876,Cristina,Gómez Castro,Femenino,1952-01-22,San José,Básico,Activo
CLI003833,Felipe,Gómez Ureña,Masculino,1977-01-26,San José,Básico,Activo
CLI000167,Carlos,Rodríguez Méndez,Masculino,1991-11-30,Puntarenas,Joven,Activo
CLI002846,Roberto,Villalobos Méndez,Masculino,1981-12-11, Cartago,Empresarial,Activo
CLI001672,Esteban,González Sánchez,Masculino,1997-04-24,Guanacaste,Premium,Activo
CLI004430,Adriana,Brenes Ramírez,Femenino,1989-05-22,Guanacaste,Premium,Activo
CLI004109,Miguel,Alvarado Brenes,Masculino,1969-04-04,Puntarenas,Premium,Activo
CLI004051,Mónica,Fonseca Villalobos,Femenino,1975-06-26,Puntarenas,Premium,Activo
CLI001270,Roberto,Mora Ureña,Masculino,1978-01-29,San José,Básico,Activo
CLI000560,Juan,Fonseca Solano,Masculino,1988-02-23,Heredia,Estándar,Activo
CLI006207,Manuel,Campos Ramírez,Masculino,1956-08-31,Cartago,Básico,Activo
CLI003222,Esteban,Rojas Hernández,Masculino,1958-03-06,Alajuela,Empresarial,Activo
CLI005434,Yolanda,Fonseca Fonseca,Femenino,2003-07-10,Guanacaste,Joven,Inactivo
CLI004713,Alejandra,Gómez Quesada,Femenino,2002-11-11,Puntarenas,Empresarial,Activo
CLI007914,Pablo,Monge Rojas,Masculino,1976-12-19,Guanacaste,Estándar,Inactivo
CLI003415,Patricia,Quesada Chacón,Femenino,2006-03-23,San José,Premium,Activo
CLI002104,Alejandra,González Chacón,Femenino,1967-01-31,Heredia,Premium,Activo
CLI006683,Verónica,Hernández Quesada,Femenino,2006-08-21,Limón,Básico,Activo
CLI004179,Karla,Garro Méndez,Femenino,1964-04-17,Guanacaste,Joven,Inactivo
CLI001418,Adriana,Sánchez Ureña,Femenino,2004-12-04,Guanacaste,Premium,Activo
CLI003208,Catalina,Bolaños Castro,Femenino,1982-02-14,Heredia,Básico,Activo
CLI001988,Pablo,Villalobos Gómez,Masculino,1969-11-02,San José,Premium,Activo
CLI006343,Marco,Navarro Alvarado,Masculino,1987-01-23,Puntarenas,Joven,Activo
CLI005563,Fabiola,Vargas Garro,Femenino,1982-05-07,Alajuela,Joven,Activo
CLI005124,Daniel,Calderón Solano,Masculino,2000-11-26,Limón,Empresarial,Activo
CLI001015,Carolina,Jiménez Castro,Femenino,1982-04-06,Puntarenas,Joven,Activo
CLI005462,Silvia,Rojas Sánchez,Femenino,2007-11-26,Limón,Básico,Activo
CLI001817,Adriana,Fonseca Quesada,Femenino,1984-07-29,Guanacaste,Básico,Activo
CLI003159,Gerardo,Bolaños Hernández,Masculino,1980-01-09,Cartgago,Estándar,Activo
CLI004415,Eduardo,Castro Gómez,Masculino,1973-04-11,Cartago,Estándar,Activo
CLI000174,Pablo,Gómez Villalobos,Masculino,1998-12-07,Guanacaste,Joven,Activo
CLI005766,Pablo,Alvarado Garro,Masculino,2004-04-18,Cartago,Empresarial,Activo
CLI001781,Andrea,Hernández Jiménez,Femenino,1991-12-07,Alajuela,Empresarial,Inactivo
CLI001266,Rodrigo,Rojas Jiménez,Masculino,1952-10-03,Limón,Premium,Activo
CLI004305,Sergio,Quesada Ureña,Masculino,1979-08-05,Alajuela,Joven,Activo
CLI006596,Vanessa,Mora Calderón,Femenino,1987-11-05,Limón,Joven,Activo
CLI004266,Ana,Gómez Monge,Femenino,1970-03-14,Cartago,Empresarial,Activo
CLI004660,Lucía,Pérez Campos,Femenino,1990-06-16,San José,Básico,Activo
CLI002788,Gabriela,González Bolaños,Femenino,1999-04-25,Alajuela,Básico,Activo
CLI000709,Alejandra,Villalobos Quesada,Femenino,1972-01-31,San José,Estándar,Activo
CLI002168,Carolina,Sánchez Brenes,Femenino,1988-04-06,Hereda,Estándar,Activo
CLI001360,Esteban,Ramírez Madrigal,Masculino,1972-12-11,Puntarenas,Estándar,Activo
CLI003002,Pablo,Calderón Cordero,Masculino,1985-01-09,Heredia,Empresarial,Activo
CLI004603,Víctor,Méndez Hernández,Masculino,1995-05-12,Guanacaste,Básico,Activo
CLI000269,Mónica,Jiménez Vargas,Femenino,2005-05-03,Limón,Estándar,Activo
CLI004004,Fernando,Méndez Brenes,Masculino,1977-05-17,Limón,Premium,Activo
CLI001884,Iván,Salazar Alvarado,Masculino,1994-12-18,Cartago,Joven,Activo
CLI004715,Iván,Castro Mora,Masculino,1974-09-21,Alajuela,Joven,Activo
CLI006200,Gerardo,Quesada Alvarado,Masculino,1993-01-07,Heredia,Básico,Activo
CLI004172,Catalina,Alvarado Fonseca,Femenino,1983-09-12,SAN JOSE,Premium,Activo
CLI006184,Alejandro,Araya Araya,Masculino,1976-09-02,Puntarenas,Estándar,Activo
CLI003442,Víctor,Ureña Calderón,Masculino,1963-08-18, Guanacaste,Empresarial,Activo
CLI002975,Vanessa,Mora Fonseca,Femenino,1974-02-07,Puntarenas,Estándar,Activo
CLI005272,Víctor,Pérez Chacón,Masculino,1961-10-20,Heredia,Estándar,Activo
CLI007070,Manuel,Espinoza Espinoza,Masculino,1958-01-18,Puntarenas,Empresarial,Inactivo
CLI003942,Kevin,Pérez Rojas,Masculino,1956-02-14,Guanacaste,Premium,Inactivo
CLI006347,Miguel,Ramírez Jiménez,Masculino,1984-08-26,Guanacaste,Premium,Activo
CLI006715,Carlos,Rodríguez Calderón,Masculino,1981-04-20,San José,Básico,Inactivo
CLI005277,Marco,Cordero Castro,Masculino,1982-04-22,Puntarenas,Básico,Inactivo
CLI007949,Adrián,Carmona Chacón,Masculino,1956-08-15,Guanacaste,Premium,Activo
CLI004557,Paola,Araya Bolaños,Femenino,1957-11-26,Alajuela,Joven,Activo
CLI006120,Alejandro,Cordero Pérez,Masculino,1998-08-25,Cartago,Básico,Activo
CLI005886,Esteban,Villalobos Carmona,Masculino,1972-03-14,Limón,Básico,Activo
CLI007983,Paola,Monge Gómez,Femenino,1999-07-08,Alajuela,Premium,Activo
CLI005161,Roberto,Vega Fonseca,Masculino,1969-01-18,Guanacaste,Básico,Inactivo
CLI005478,Iván,Hernández Garro,Masculino,1979-03-08,Limón,Estándar,Activo
CLI006231,Lucía,Castro Zúñiga,Femenino,1964-04-11,Alajuela,Joven,Activo
CLI001579,Miguel,Monge Brenes,Masculino,1973-12-27,Alajuela,Joven,Activo
CLI001595,Andrea,Alvarado Navarro,Femenino,2004-02-12,Cartago,Premium,Activo
CLI000019,Melissa,Cordero Calderón,Femenino,1985-07-01,Alajuela,Estándar,Activo
CLI003013,Lucía,Pérez Fonseca,Femenino,1960-07-27,Puntarenas,Estándar,Activo
CLI001783,Adriana,Salazar Castro,Femenino,1979-11-27,Puntarenas,Estándar,Activo
CLI002474,Daniela,Fonseca Brenes,Femenino,1973-12-03,Limón,Estándar,Activo
CLI003798,Daniel,Méndez Rodríguez,Masculino,1957-04-07, Heredia,Joven,Activo
CLI003919,Esteban,Vargas Vargas,Masculino,1967-07-22,Alajuela,Básico,Inactivo
CLI004546,Víctor,Solano Gómez,Masculino,1954-07-11, Heredia,Premium,Activo
CLI000495,Silvia,Villalobos Fonseca,Femenino,2004-10-13,Guanacaste,Joven,Activo
CLI000908,Manuel,Hernández Chacón,Masculino,1951-07-18,Heredia,Estándar,Activo
CLI006797,Fabiola,Salazar Bolaños,Femenino,1985-06-07,Cartgago,Joven,Activo
CLI000004,Gabriela,Fonseca Monge,Femenino,1962-03-20,Heredia,Joven,Activo
CLI003306,Marco,Vega Solano,Masculino,1973-09-15,Puntarenas,Estándar,Activo
CLI005427,Adriana,Garro Villalobos,Femenino,1982-05-21,Limón,Premium,Activo
CLI006351,Ana,Araya Solano,Femenino,1971-01-29,Guanacaste,Básico,Activo
CLI005657,Melissa,Ureña Ureña,Femenino,1975-10-10,Cartago,Premium,Activo
CLI006882,Vanessa,Calderón Calderón,Femenino,1986-09-17,Puntarenas,Empresarial,Activo
CLI001772,Fernando,Cordero Sánchez,Masculino,1960-12-14,San José,Estándar,Activo
CLI002124,Carolina,Jiménez Pérez,Femenino,1982-02-19,Limón,Estándar,Activo
CLI004656,Carlos,Pérez Garro,Masculino,1992-02-14,Cartago,Premium,Activo
CLI007120,Francisco,Mora Navarro,Masculino,1987-06-12,Cartgago,Estándar,Activo
CLI005190,Karla,Garro Garro,Femenino,1979-08-26,San José,Básico,Activo
CLI001945,Francisco,Hernández Mora,Masculino,2003-01-03,Puntarenas,Básico,Activo
CLI002898,Óscar,Bolaños Rodríguez,Masculino,1996-08-14,San José,Joven,Inactivo
CLI002978,Mauricio,Pérez Alvarado,Masculino,1985-04-20,Alajuela,Empresarial,Activo
CLI003376,Silvia,Méndez Campos,Femenino,1991-02-14,San José,Joven,Activo
